,title,author,task 1,task 2,task 3,github,stars
831,Gum-Net: Unsupervised Geometric Matching for Fast and Accurate 3D Subtomogram Image Alignment and Averaging,Xiangrui Zeng,,,,,
832,FDA: Fourier Domain Adaptation for Semantic Segmentation,Yanchao Yang,,,,,
833,Foreground-Aware Relation Network for Geospatial Object Segmentation in High Spatial Resolution Remote Sensing Imagery,Zhuo Zheng,,,,,
834,When2com: Multi-Agent Perception via Communication Graph Grouping,Yen-Cheng Liu,,,,,
835,C2FNAS: Coarse-to-Fine Neural Architecture Search for 3D Medical Image Segmentation,Qihang Yu,,,,,
836,Learning to Detect Important People in Unlabelled Images for Semi-Supervised Important People Detection,Fa-Ting Hong,,,,,
837,Stochastic Sparse Subspace Clustering,Ying Chen,,,,,
838,CRNet: Cross-Reference Networks for Few-Shot Segmentation,Weide Liu,,,,,
839,Shoestring: Graph-Based Semi-Supervised Classification With Severely Limited Labeled Data,Wanyu Lin,,,,,
840,Uninformed Students: Student-Teacher Anomaly Detection With Discriminative Latent Embeddings,Paul Bergmann,,,,,
841,Composing Good Shots by Exploiting Mutual Relations,Debang Li,,,,,
842,Organ at Risk Segmentation for Head and Neck Cancer Using Stratified Learning and Neural Architecture Search,Dazhou Guo,,,,,
843,Unsupervised Instance Segmentation in Microscopy Images via Panoptic Domain Adaptation and Task Re-Weighting,Dongnan Liu,,,,,
844,DuDoRNet: Learning a Dual-Domain Recurrent Network for Fast MRI Reconstruction With Deep T1 Prior,Bo Zhou,,,,,
845,FOAL: Fast Online Adaptive Learning for Cardiac Motion Estimation,Hanchao Yu,,,,,
846,Cross-Domain Semantic Segmentation via Domain-Invariant Interactive Relation Transfer,Fengmao Lv,,,,,
847,Inflated Episodic Memory With Region Self-Attention for Long-Tailed Visual Recognition,Linchao Zhu,,,,,
848,Structure Preserving Generative Cross-Domain Learning,Haifeng Xia,,,,,
849,Reverse Perspective Network for Perspective-Aware Object Counting,Yifan Yang,,,,,
850,Multi-Path Region Mining for Weakly Supervised 3D Semantic Segmentation on Point Clouds,Jiacheng Wei,,,,,
851,Reliable Weighted Optimal Transport for Unsupervised Domain Adaptation,Renjun Xu,,,,,
852,ImVoteNet: Boosting 3D Object Detection in Point Clouds With Image Votes,Charles R. Qi,,,,,
853,Understanding Road Layout From Videos as a Whole,Buyu Liu,,,,,
854,Bi-Directional Relationship Inferring Network for Referring Image Segmentation,Zhiwei Hu,,,,,
855,Perspective Plane Program Induction From a Single Image,Yikai Li,,,,,
856,DeepFLASH: An Efficient Network for Learning-Based Medical Image Registration,Jian Wang,,,,,
857,Semantic Correspondence as an Optimal Transport Problem,Yanbin Liu,,,,,
858,How Much Time Do You Have? Modeling Multi-Duration Saliency,Camilo Fosco,,,,,
859,Fine-Grained Generalized Zero-Shot Learning via Dense Attribute-Based Attention,Dat Huynh,,,,,
860,Online Depth Learning Against Forgetting in Monocular Videos,Zhenyu Zhang,,,,,
861,Few-Shot Learning of Part-Specific Probability Space for 3D Shape Segmentation,Lingjing Wang,,,,,
862,Pattern-Structure Diffusion for Multi-Task Learning,Ling Zhou,,,,,
863,Training Noise-Robust Deep Neural Networks via Meta-Learning,Zhen Wang,,,,,
864,Universal Source-Free Domain Adaptation,Jogendra Nath Kundu,,,,,
865,Varicolored Image De-Hazing,Akshay Dudhane,,,,,
866,SpSequenceNet: Semantic Segmentation Network on 4D Point Clouds,Hanyu Shi,,,,,
867,Separating Particulate Matter From a Single Microscopic Image,Tushar Sandhan,,,,,
868,Adaptive Dilated Network With Self-Correction Supervision for Counting,Shuai Bai,,,,,
869,Learning to Select Base Classes for Few-Shot Classification,Linjun Zhou,,,,,
870,Distilled Semantics for Comprehensive Scene Understanding from Videos,Fabio Tosi,,,,,
871,Modeling Biological Immunity to Adversarial Examples,Edward Kim,,,,,
872,DOA-GAN: Dual-Order Attentive Generative Adversarial Network for Image Copy-Move Forgery Detection and Localization,Ashraful Islam,,,,,
873,Correspondence-Free Material Reconstruction using Sparse Surface Constraints,Sebastian Weiss,,,,,
874,Augmenting Colonoscopy Using Extended and Directional CycleGAN for Lossy Image Translation,Shawn Mathew,,,,,
875,Attention Scaling for Crowd Counting,Xiaoheng Jiang,,,,,
876,A Spatiotemporal Volumetric Interpolation Network for 4D Dynamic Medical Image,Yuyu Guo,,,,,
877,PatchVAE: Learning Local Latent Codes for Recognition,Kamal Gupta,,,,,
878,Self-Supervised Monocular Trained Depth Estimation Using Self-Attention and Discrete Disparity Volume,Adrian Johnston,,,,,
879,STAViS: Spatio-Temporal AudioVisual Saliency Network,Antigoni Tsiami,,,,,
880,DUNIT: Detection-Based Unsupervised Image-to-Image Translation,Deblina Bhattacharjee,,,,,
881,Learning to Observe: Approximating Human Perceptual Thresholds for Detection of Suprathreshold Image Transformations,Alan Dolhasz,,,,,
882,Structure Boundary Preserving Segmentation for Medical Image With Ambiguous Boundary,Hong Joo Lee,,,,,
883,Predicting Cognitive Declines Using Longitudinally Enriched Representations for Imaging Biomarkers,Lyujian Lu,,,,,
884,Predicting Lymph Node Metastasis Using Histopathological Images Based on Multiple Instance Learning With Deep Graph Convolution,Yu Zhao,,,,,
885,Local Deep Implicit Functions for 3D Shape,Kyle Genova,,,,,
886,RoutedFusion: Learning Real-Time Depth Map Fusion,Silvan Weder,,,,,
887,Learning to Optimize Non-Rigid Tracking,Yang Li,,,,,
888,Information-Driven Direct RGB-D Odometry,Alejandro Fontan,,,,,
889,ReDA:Reinforced Differentiable Attribute for 3D Face Reconstruction,Wenbin Zhu,,,,,
890,EventCap: Monocular 3D Capture of High-Speed Human Motions Using an Event Camera,Lan Xu,,,,,
891,Cross-Modal Deep Face Normals With Deactivable Skip Connections,Victoria Fernandez Abrevaya,,,,,
892,Weakly-Supervised Mesh-Convolutional Hand Reconstruction in the Wild,Dominik Kulon,,,,,
893,Cascade EF-GAN: Progressive Facial Expression Editing With Local Focuses,Rongliang Wu,,,,,
894,GanHand: Predicting Human Grasp Affordances in Multi-Object Scenes,Enric Corona,,,,,
895,DeepCap: Monocular Human Performance Capture Using Weak Supervision,Marc Habermann,,,,,
896,Advancing High Fidelity Identity Swapping for Forgery Detection,Lingzhi Li,,,,,
897,Controllable Person Image Synthesis With Attribute-Decomposed GAN,Yifang Men,,,,,
898,Blurry Video Frame Interpolation,Wang Shen,,,,,
899,Learning Physics-Guided Face Relighting Under Directional Light,Thomas Nestmeyer,,,,,
900,Single Image Reflection Removal With Physically-Based Training Images,Soomin Kim,,,,,
901,Image Based Virtual Try-On Network From Unpaired Data,Assaf Neuberger,,,,,
902,RetinaFace: Single-Shot Multi-Level Face Localisation in the Wild,Jiankang Deng,,,,,
903,A Stochastic Conditioning Scheme for Diverse Human Motion Prediction,Sadegh Aliakbarian,,,,,
904,Transferring Dense Pose to Proximal Animal Classes,Artsiom Sanakoyeu,,,,,
905,Weakly-Supervised 3D Human Pose Learning via Multi-View Images in the Wild,Umar Iqbal,,,,,
906,G3AN: Disentangling Appearance and Motion for Video Generation,Yaohui Wang,,,,,
907,Domain Adaptive Image-to-Image Translation,Ying-Cong Chen,,,,,
908,TransMoMo: Invariance-Driven Unsupervised Video Motion Retargeting,Zhuoqian Yang,,,,,
909,FReeNet: Multi-Identity Face Reenactment,Jiangning Zhang,,,,,
910,Novel View Synthesis of Dynamic Scenes With Globally Coherent Depths From a Monocular Camera,Jae Shin Yoon,,,,,
911,The GAN That Warped: Semantic Attribute Editing With Unpaired Data,Garoe Dorta,,,,,
912,4D Visualization of Dynamic Events From Unconstrained Multi-View Videos,Aayush Bansal,,,,,
913,Neural Voxel Renderer: Learning an Accurate and Controllable Rendering Tool,Konstantinos Rematas,,,,,
914,Probabilistic Structural Latent Representation for Unsupervised Embedding,Mang Ye,,,,,
915,Nested Scale-Editing for Conditional Image Synthesis,Lingzhi Zhang,,,,,
916,Fast Texture Synthesis via Pseudo Optimizer,Wu Shi,,,,,
917,CookGAN: Causality Based Text-to-Image Synthesis,Bin Zhu,,,,,
918,Future Video Synthesis With Object Motion Prediction,Yue Wu,,,,,
919,A Graduated Filter Method for Large Scale Robust Estimation,Huu Le,,,,,
920,A Multi-Task Mean Teacher for Semi-Supervised Shadow Detection,Zhihao Chen,,,,,
921,GroupFace: Learning Latent Groups and Constructing Group-Based Representations for Face Recognition,Yonghyun Kim,,,,,
922,Channel Attention Based Iterative Residual Learning for Depth Map Super-Resolution,Xibin Song,,,,,
923,Time Flies: Animating a Still Image With Time-Lapse Video As Reference,Chia-Chi Cheng,,,,,
924,SER-FIQ: Unsupervised Estimation of Face Image Quality Based on Stochastic Embedding Robustness,Philipp Terhorst,,,,,
925,Grid-GCN for Fast and Scalable Point Cloud Learning,Qiangeng Xu,,,,,
926,Domain Balancing: Face Recognition on Long-Tailed Domains,Dong Cao,,,,,
927,Data Uncertainty Learning in Face Recognition,Jie Chang,,,,,
928,Regularizing Discriminative Capability of CGANs for Semi-Supervised Generative Learning,Yi Liu,,,,,
929,FM2u-Net: Face Morphological Multi-Branch Network for Makeup-Invariant Face Verification,Wenxuan Wang,,,,,
930,UCTGAN: Diverse Image Inpainting Based on Unsupervised Cross-Space Translation,Lei Zhao,,,,,
931,Decoupled Representation Learning for Skeleton-Based Gesture Recognition,Jianbo Liu,,,,,
932,On the Detection of Digital Face Manipulation,Hao Dang,,,,,
933,Learning Texture Transformer Network for Image Super-Resolution,Fuzhi Yang,,,,,
934,Reference-Based Sketch Image Colorization Using Augmented-Self Reference and Dense Semantic Correspondence,Junsoo Lee,,,,,
935,Deblurring Using Analysis-Synthesis Networks Pair,Adam Kaufman,,,,,
936,Exploring Unlabeled Faces for Novel Attribute Discovery,Hyojin Bahng,,,,,
937,Fine-Grained Image-to-Image Transformation Towards Visual Recognition,Wei Xiong,,,,,
938,Deep Facial Non-Rigid Multi-View Stereo,Ziqian Bai,,,,,
939,Attention-Driven Cropping for Very High Resolution Facial Landmark Detection,Prashanth Chandran,,,,,
940,Towards Unsupervised Learning of Generative Models for 3D Controllable Image Synthesis,Yiyi Liao,,,,,
941,End-to-End Pseudo-LiDAR for Image-Based 3D Object Detection,Rui Qian,,,,,
942,Rotate-and-Render: Unsupervised Photorealistic Face Rotation From Single-View Images,Hang Zhou,,,,,
943,One-Shot Domain Adaptation for Face Generation,Chao Yang,,,,,
944,BidNet: Binocular Image Dehazing Without Explicit Disparity Estimation,Yanwei Pang,,,,,
945,Joint Texture and Geometry Optimization for RGB-D Reconstruction,Yanping Fu,,,,,
946,Deep 3D Capture: Geometry and Reflectance From Sparse Multi-View Images,Sai Bi,,,,,
947,Auto-Tuning Structured Light by Optical Stochastic Gradient Descent,Wenzheng Chen,,,,,
948,MARMVS: Matching Ambiguity Reduced Multiple View Stereo for Efficient Large Scale Scene Reconstruction,Zhenyu Xu,,,,,
949,Local Implicit Grid Representations for 3D Scenes,"Chiyu ""Max"" Jiang",,,,,
950,TetraTSDF: 3D Human Reconstruction From a Single Image With a Tetrahedral Outer Shell,Hayato Onizuka,,,,,
951,Averaging Essential and Fundamental Matrices in Collinear Camera Settings,Amnon Geifman,,,,,
952,On the Distribution of Minima in Intrinsic-Metric Rotation Averaging,Kyle Wilson,,,,,
953,Lightweight Multi-View 3D Pose Estimation Through Camera-Disentangled Representation,Edoardo Remelli,,,,,
954,Factorized Higher-Order CNNs With an Application to Spatio-Temporal Emotion Estimation,Jean Kossaifi,,,,,
955,Robust Homography Estimation via Dual Principal Component Pursuit,Tianjiao Ding,,,,,
956,Uncertainty-Aware Mesh Decoder for High Fidelity 3D Face Reconstruction,Gun-Hee Lee,,,,,
957,3FabRec: Fast Few-Shot Face Alignment by Reconstruction,Bjorn Browatzki,,,,,
958,Weakly-Supervised Domain Adaptation via GAN and Mesh Model for Estimating 3D Hand Poses Interacting Objects,Seungryul Baek,,,,,
959,Vec2Face: Unveil Human Faces From Their Blackbox Features in Face Recognition,Chi Nhan Duong,,,,,
960,StyleRig: Rigging StyleGAN for 3D Control Over Portrait Images,Ayush Tewari,,,,,
961,Self-Supervised 3D Human Pose Estimation via Part Guided Novel Image Synthesis,Jogendra Nath Kundu,,,,,
962,Cascaded Deep Monocular 3D Human Pose Estimation With Evolutionary Training Data,Shichao Li,,,,,
963,GHUM & GHUML: Generative 3D Human Shape and Articulated Pose Models,Hongyi Xu,,,,,
964,Transferring Cross-Domain Knowledge for Video Sign Language Recognition,Dongxu Li,,,,,
965,Bayesian Adversarial Human Motion Synthesis,Rui Zhao,,,,,
966,LSM: Learning Subspace Minimization for Low-Level Vision,Chengzhou Tang,,,,,
967,SiamCAR: Siamese Fully Convolutional Classification and Regression for Visual Tracking,Dongyan Guo,,,,,
968,Tracking by Instance Detection: A Meta-Learning Approach,Guangting Wang,,,,,
969,Self-Supervised Deep Visual Odometry With Online Adaptation,Shunkai Li,,,,,
970,Globally Optimal Contrast Maximisation for Event-Based Motion Estimation,Daqi Liu,,,,,
971,Towards Backward-Compatible Representation Learning,Yantao Shen,,,,,
972,Steering Self-Supervised Feature Learning Beyond Local Pixel Statistics,Simon Jenni,,,,,
973,Learning to Dress 3D People in Generative Clothing,Qianli Ma,,,,,
974,ClusterFit: Improving Generalization of Visual Representations,Xueting Yan,,,,,
975,Knowledge As Priors: Cross-Modal Knowledge Generalization for Datasets Without Superior Knowledge,Long Zhao,,,,,
976,S3VAE: Self-Supervised Sequential VAE for Representation Disentanglement and Data Generation,Yizhe Zhu,,,,,
977,HOPE-Net: A Graph-Based Model for Hand-Object Pose Estimation,Bardia Doosti,,,,,
978,Multi-Scale Fusion Subspace Clustering Using Similarity Constraint,Zhiyuan Dang,,,,,
979,Cross-Domain Face Presentation Attack Detection via Multi-Domain Disentangled Representation Learning,Guoqing Wang,,,,,
980,Online Deep Clustering for Unsupervised Representation Learning,Xiaohang Zhan,,,,,
981,Density-Aware Feature Embedding for Face Clustering,Senhui Guo,,,,,
982,ROAM: Recurrently Optimizing Tracking Model,Tianyu Yang,,,,,
983,Deformable Siamese Attention Networks for Visual Object Tracking,Yuechen Yu,,,,,
984,15 Keypoints Is All You Need,Michael Snower,,,,,
985,Optical Flow in the Dark,Yinqiang Zheng,,,,,
986,Sketch-BERT: Learning Sketch Bidirectional Encoder Representation From Transformers by Self-Supervised Learning of Sketch Gestalt,Hangyu Lin,,,,,
987,Sub-Frame Appearance and 6D Pose Estimation of Fast Moving Objects,Denys Rozumnyi,,,,,
988,TPNet: Trajectory Proposal Network for Motion Prediction,Liangji Fang,,,,,
989,Large Scale Video Representation Learning via Relational Graph Clustering,Hyodong Lee,,,,,
990,Towards Universal Representation Learning for Deep Face Recognition,Yichun Shi,,,,,
991,Robust Partial Matching for Person Search in the Wild,Yingji Zhong,,,,,
992,Correlation-Guided Attention for Corner Detection Based Visual Tracking,Fei Du,,,,,
993,Learning Multi-Object Tracking and Segmentation From Automatic Annotations,Lorenzo Porzi,,,,,
994,PandaNet: Anchor-Based Single-Shot Multi-Person 3D Pose Estimation,Abdallah Benzine,,,,,
995,Rotation Consistent Margin Loss for Efficient Low-Bit Face Recognition,Yudong Wu,,,,,
996,Joint Spatial-Temporal Optimization for Stereo 3D Object Tracking,Peiliang Li,,,,,
997,Unity Style Transfer for Person Re-Identification,Chong Liu,,,,,
998,Multiview-Consistent Semi-Supervised Learning for 3D Human Pose Estimation,Rahul Mitra,,,,,
999,Learning Representations by Predicting Bags of Visual Words,Spyros Gidaris,,,,,
1000,AnimalWeb: A Large-Scale Hierarchical Dataset of Annotated Animal Faces,Muhammad Haris Khan,,,,,
1001,A Transductive Approach for Video Object Segmentation,Yizhuo Zhang,,,,,
1002,Dynamic Face Video Segmentation via Reinforcement Learning,Yujiang Wang,,,,,
1003,Context-Aware Human Motion Prediction,Enric Corona,,,,,
1004,Optical Non-Line-of-Sight Physics-Based 3D Human Pose Estimation,Mariko Isogawa,,,,,
1005,UniPose: Unified Human Pose Estimation in Single Images and Videos,Bruno Artacho,,,,,
1006,Minimal Solutions to Relative Pose Estimation From Two Views Sharing a Common Direction With Unknown Focal Length,Yaqing Ding,,,,,
1007,Cross-Modal Pattern-Propagation for RGB-T Tracking,Chaoqun Wang,,,,,
1008,Distilling Knowledge From Graph Convolutional Networks,Yiding Yang,,,,,
1009,Learning Identity-Invariant Motion Representations for Cross-ID Face Reenactment,Po-Hsiang Huang,,,,,
1010,Parsing-Based View-Aware Embedding Network for Vehicle Re-Identification,Dechao Meng,,,,,
1011,HandVoxNet: Deep Voxel-Based Network for 3D Hand Shape and Pose Estimation From a Single Depth Map,Jameel Malik,,,,,
1012,Determinant Regularization for Gradient-Efficient Graph Matching,Tianshu Yu,,,,,
1013,D3S - A Discriminative Single Shot Segmentation Tracker,Alan Lukezic,,,,,
1014,MANTRA: Memory Augmented Networks for Multiple Trajectory Prediction,Francesco Marchetti,,,,,
1015,End-to-End Model-Free Reinforcement Learning for Urban Driving Using Implicit Affordances,Marin Toromanoff,,,,,
1016,Can Facial Pose and Expression Be Separated With Weak Perspective Camera?,Evangelos Sariyanidi,,,,,
1017,3DRegNet: A Deep Neural Network for 3D Point Registration,G. Dias Pais,,,,,
1018,Three-Dimensional Reconstruction of Human Interactions,Mihai Fieraru,,,,,
1019,Distribution-Induced Bidirectional Generative Adversarial Network for Graph Representation Learning,Shuai Zheng,,,,,
1020,Minimal Solvers for 3D Scan Alignment With Pairs of Intersecting Lines,Andre Mateus,,,,,
1021,Wavelet Integrated CNNs for Noise-Robust Image Classification,Qiufu Li,,,,,
1022,PropagationNet: Propagate Points to Curve to Learn Structure Information,Xiehe Huang,,,,,
1023,Sequential 3D Human Pose and Shape Estimation From Point Clouds,Kangkan Wang,,,,,
1024,Improving the Robustness of Capsule Networks to Image Affine Transformations,Jindong Gu,,,,,
1025,"Noise Modeling, Synthesis and Classification for Generic Object Anti-Spoofing",Joel Stehouwer,,,,,
1026,Unsupervised Representation Learning for Gaze Estimation,Yu Yu,,,,,
1027,P-nets: Deep Polynomial Neural Networks,Grigorios G. Chrysos,,,,,
1028,Hierarchically Robust Representation Learning,Qi Qian,,,,,
1029,Copy and Paste GAN: Face Hallucination From Shaded Thumbnails,Yang Zhang,,,,,
1030,Object-Occluded Human Shape and Pose Estimation From a Single Color Image,Tianshu Zhang,,,,,
1031,Reciprocal Learning Networks for Human Trajectory Prediction,Hao Sun,,,,,
1032,Nonparametric Object and Parts Modeling With Lie Group Dynamics,David S. Hayden,,,,,
1033,"Intuitive, Interactive Beard and Hair Synthesis With Generative Models",Kyle Olszewski,,,,,
1034,High-Resolution Daytime Translation Without Domain Labels,Ivan Anokhin,,,,,
1035,Flow Contrastive Estimation of Energy-Based Models,Ruiqi Gao,,,,,
1036,Hardware-in-the-Loop End-to-End Optimization of Camera Image Processing Pipelines,Ali Mosleh,,,,,
1037,Search to Distill: Pearls Are Everywhere but Not the Eyes,Yu Liu,,,,,
1038,Total Deep Variation for Linear Inverse Problems,Erich Kobler,,,,,
1039,Relative Interior Rule in Block-Coordinate Descent,Tomas Werner,,,,,
1040,Learning Combinatorial Solver for Graph Matching,Tao Wang,,,,,
1041,Can We Learn Heuristics for Graphical Model Inference Using Reinforcement Learning?,Safa Messaoud,,,,,
1042,Rethinking Class-Balanced Methods for Long-Tailed Visual Recognition From a Domain Adaptation Perspective,Muhammad Abdullah Jamal,,,,,
1043,Optimizing Rank-Based Metrics With Blackbox Differentiation,Michal Rolinek,,,,,
1044,On the Regularization Properties of Structured Dropout,Ambar Pal,,,,,
1045,Learning Oracle Attention for High-Fidelity Face Completion,Tong Zhou,,,,,
1046,Learning to Optimize on SPD Manifolds,Zhi Gao,,,,,
1047,Deep 3D Portrait From a Single Image,Sicheng Xu,,,,,
1048,RDCFace: Radial Distortion Correction for Face Recognition,He Zhao,,,,,
1049,Global-Local GCN: Large-Scale Label Noise Cleansing for Face Recognition,Yaobin Zhang,,,,,
1050,MISC: Multi-Condition Injection and Spatially-Adaptive Compositing for Conditional Person Image Synthesis,Shuchen Weng,,,,,
1051,SAINT: Spatially Aware Interpolation NeTwork for Medical Slice Synthesis,Cheng Peng,,,,,
1052,Overcoming Multi-Model Forgetting in One-Shot NAS With Diversity Maximization,Miao Zhang,,,,,
1053,Select to Better Learn: Fast and Accurate Deep Learning Using Data Selection From Nonlinear Manifolds,Mohsen Joneidi,,,,,
1054,Wish You Were Here: Context-Aware Human Generation,Oran Gafni,,,,,
1055,Towards Photo-Realistic Virtual Try-On by Adaptively Generating-Preserving Image Content,Han Yang,,,,,
1056,Guided Variational Autoencoder for Disentanglement Learning,Zheng Ding,,,,,
1057,Cross-Spectral Face Hallucination via Disentangling Independent Factors,Boyan Duan,,,,,
1058,Learned Image Compression With Discretized Gaussian Mixture Likelihoods and Attention Modules,Zhengxue Cheng,,,,,
1059,C-Flow: Conditional Generative Flow Models for Images and 3D Point Clouds,Albert Pumarola,,,,,
1060,Cogradient Descent for Bilinear Optimization,Li'an Zhuo,,,,,
1061,Joint Training of Variational Auto-Encoder and Latent Energy-Based Model,Tian Han,,,,,
1062,Adaptive Loss-Aware Quantization for Multi-Bit Networks,Zhongnan Qu,,,,,
1063,Low-Rank Compression of Neural Nets: Learning the Rank of Each Layer,Yerlan Idelbayev,,,,,
1064,Global Texture Enhancement for Fake Face Detection in the Wild,Zhengzhe Liu,,,,,
1065,Panoptic-Based Image Synthesis,Aysegul Dundar,,,,,
1066,Lighthouse: Predicting Lighting Volumes for Spatially-Coherent Illumination,Pratul P. Srinivasan,,,,,
1067,Learning to Cartoonize Using White-Box Cartoon Representations,Xinrui Wang,,,,,
1068,Fashion Editing With Adversarial Parsing Learning,Haoye Dong,,,,,
1069,Augment Your Batch: Improving Generalization Through Instance Repetition,Elad Hoffer,,,,,
1070,An End-to-End Edge Aggregation Network for Moving Object Segmentation,Prashant W. Patil,,,,,
1071,Learning Video Stabilization Using Optical Flow,Jiyang Yu,,,,,
1072,Warping Residual Based Image Stitching for Large Parallax,Kyu-Yul Lee,,,,,
1073,Unpaired Portrait Drawing Generation via Asymmetric Cycle Mapping,Ran Yi,,,,,
1074,When to Use Convolutional Neural Networks for Inverse Problems,Nathaniel Chodosh,,,,,
1075,"LUVLi Face Alignment: Estimating Landmarks' Location, Uncertainty, and Visibility Likelihood",Abhinav Kumar,,,,,
1076,Affinity Graph Supervision for Visual Recognition,Chu Wang,,,,,
1077,Unsupervised Magnification of Posture Deviations Across Subjects,Michael Dorkenwald,,,,,
1078,Accurate Estimation of Body Height From a Single Depth Image via a Four-Stage Developing Network,Fukun Yin,,,,,
1079,Fast Soft Color Segmentation,Naofumi Akimoto,,,,,
1080,Global Optimality for Point Set Registration Using Semidefinite Programming,Jose Pedro Iglesias,,,,,
1081,SQE: a Self Quality Evaluation Metric for Parameters Optimization in Multi-Object Tracking,Yanru Huang,,,,,
1082,"EventSR: From Asynchronous Events to Image Reconstruction, Restoration, and Super-Resolution via End-to-End Adversarial Learning",Lin Wang,,,,,
1083,Hierarchical Pyramid Diverse Attention Networks for Face Recognition,Qiangchang Wang,,,,,
1084,Learning a Neural 3D Texture Space From 2D Exemplars,Philipp Henzler,,,,,
1085,Robust Reference-Based Super-Resolution With Similarity-Aware Deformable Convolution,Gyumin Shim,,,,,
1086,Painting Many Pasts: Synthesizing Time Lapse Videos of Paintings,Amy Zhao,,,,,
1087,GAMIN: Generative Adversarial Multiple Imputation Network for Highly Missing Data,Seongwook Yoon,,,,,
1088,An Internal Covariate Shift Bounding Algorithm for Deep Neural Networks by Unitizing Layers' Outputs,You Huang,,,,,
1089,The Knowledge Within: Methods for Data-Free Model Compression,Matan Haroush,,,,,
1090,Scale-Space Flow for End-to-End Optimized Video Compression,Eirikur Agustsson,,,,,
1091,Real-Time Panoptic Segmentation From Dense Detections,Rui Hou,,,,,
1092,AdaCoSeg: Adaptive Shape Co-Segmentation With Group Consistency Loss,Chenyang Zhu,,,,,
1093,Boosting Semantic Human Matting With Coarse Annotations,Jinlin Liu,,,,,
1094,UC-Net: Uncertainty Inspired RGB-D Saliency Detection via Conditional Variational Autoencoders,Jing Zhang,,,,,
1095,Deep Polarization Cues for Transparent Object Segmentation,Agastya Kalra,,,,,
1096,Approximating shapes in images with low-complexity polygons,Muxingzi Li,,,,,
1097,Towards Global Explanations of Convolutional Neural Networks With Concept Attribution,Weibin Wu,,,,,
1098,Interpretable and Accurate Fine-grained Recognition via Region Grouping,Zixuan Huang,,,,,
1099,FALCON: A Fourier Transform Based Approach for Fast and Secure Convolutional Neural Network Predictions,Shaohua Li,,,,,
1100,Unsupervised Domain Adaptation via Structurally Regularized Deep Clustering,Hui Tang,,,,,
1101,HyperSTAR: Task-Aware Hyperparameters for Deep Networks,Gaurav Mittal,,,,,
1102,ActBERT: Learning Global-Local Video-Text Representations,Linchao Zhu,,,,,
1103,State-Relabeling Adversarial Active Learning,Beichen Zhang,,,,,
1104,Erasing Integrated Learning: A Simple Yet Effective Approach for Weakly Supervised Object Localization,Jinjie Mai,,,,,
1105,A Shared Multi-Attention Framework for Multi-Label Zero-Shot Learning,Dat Huynh,,,,,
1106,Self-Supervised Learning of Interpretable Keypoints From Unlabelled Videos,Tomas Jakab,,,,,
1107,Few-Shot Open-Set Recognition Using Meta-Learning,Bo Liu,,,,,
1108,Few-Shot Learning via Embedding Adaptation With Set-to-Set Functions,Han-Jia Ye,,,,,
1109,Benchmarking the Robustness of Semantic Segmentation Models,Christoph Kamann,,,,,
1110,Deep Semantic Clustering by Partition Confidence Maximisation,Jiabo Huang,,,,,
1111,Harmonizing Transferability and Discriminability for Adapting Object Detectors,Chaoqi Chen,,,,,
1112,Fast Video Object Segmentation With Temporal Aggregation Network and Dynamic Template Matching,Xuhua Huang,,,,,
1113,VecRoad: Point-Based Iterative Graph Exploration for Road Graphs Extraction,Yong-Qiang Tan,,,,,
1114,Towards Fairness in Visual Recognition: Effective Strategies for Bias Mitigation,Zeyu Wang,,,,,
1115,Compositional Convolutional Neural Networks: A Deep Architecture With Innate Robustness to Partial Occlusion,Adam Kortylewski,,,,,
1116,Spatial Pyramid Based Graph Reasoning for Semantic Segmentation,Xia Li,,,,,
1117,Part-Aware Context Network for Human Parsing,Xiaomei Zhang,,,,,
1118,SCOUT: Self-Aware Discriminant Counterfactual Explanations,Pei Wang,,,,,
1119,Continual Learning With Extended Kronecker-Factored Approximate Curvature,Janghyeon Lee,,,,,
1120,AD-Cluster: Augmented Discriminative Clustering for Domain Adaptive Person Re-Identification,Yunpeng Zhai,,,,,
1121,Adaptive Graph Convolutional Network With Attention Graph Clustering for Co-Saliency Detection,Kaihua Zhang,,,,,
1122,Deep Fair Clustering for Visual Learning,Peizhao Li,,,,,
1123,Bidirectional Graph Reasoning Network for Panoptic Segmentation,Yangxin Wu,,,,,
1124,Stochastic Classifiers for Unsupervised Domain Adaptation,Zhihe Lu,,,,,
1125,PolyTransform: Deep Polygon Transformer for Instance Segmentation,Justin Liang,,,,,
1126,LT-Net: Label Transfer by Learning Reversible Voxel-Wise Correspondence for One-Shot Medical Image Segmentation,Shuxin Wang,,,,,
1127,FGN: Fully Guided Network for Few-Shot Instance Segmentation,Zhibo Fan,,,,,
1128,A Quantum Computational Approach to Correspondence Problems on Point Sets,Vladislav Golyanik,,,,,
1129,Data-Efficient Semi-Supervised Learning by Reliable Edge Mining,Peibin Chen,,,,,
1130,NestedVAE: Isolating Common Factors via Weak Supervision,Matthew J. Vowels,,,,,
1131,Progressive Adversarial Networks for Fine-Grained Domain Adaptation,Sinan Wang,,,,,
1132,Modeling the Background for Incremental Learning in Semantic Segmentation,Fabio Cermelli,,,,,
1133,Self-Learning With Rectification Strategy for Human Parsing,Tao Li,,,,,
1134,Sequential Mastery of Multiple Visual Tasks: Networks Naturally Learn to Learn and Forget to Forget,Guy Davidson,,,,,
